study,author,year,n_1,n_2,yi,paper,n_t
metabolism,"Almeida, Tonkiss & Galler ",1996,8,8,0.366918098,"Almeida, Tonkiss & Galler _1996",16
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,3.91E-05,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,7,-0.848635946,"Bellinger, Sculley & Langley-Evans _2006",12
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.570868925,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.342476207,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Vickers et al. ,2003,8,8,-1.003310406,Vickers et al. _2003,16
metabolism,Gilbert et al. ,2010,15,16,0.381683584,Gilbert et al. _2010,31
metabolism,Watkins et al. ,2008,54,57,0.505013394,Watkins et al. _2008b,111
metabolism,Garg et al. ,2012,6,6,-0.334626516,Garg et al. _2012,12
metabolism,Reyes-Castro et al. ,2012,8,8,-0.85944987,Reyes-Castro et al. _2012a,16
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.191490007,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,5.11E-05,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Garg et al. ,2012,6,6,-0.713657802,Garg et al. _2012,12
metabolism,Watkins et al. ,2008,60,52,0.406066237,Watkins et al. _2008b,112
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.255323058,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.637324746,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.521699295,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Reyes-Castro et al. ,2012,8,8,-0.08992645,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,0.09005792,Reyes-Castro et al. _2012b,16
metabolism,Kumon et al. ,2010,16,16,-1.560847448,Kumon et al. _2010,32
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.66568755,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.060510742,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.663676577,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.066360999,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,4,-0.249270377,"Bellinger, Sculley & Langley-Evans _2006",9
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.268826698,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Garg et al. ,2012,6,6,-0.046729267,Garg et al. _2012,12
metabolism,Rodriguez et al. ,2012,6,6,0.362103278,Rodriguez et al. _2012,12
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.511698563,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.554514872,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.212010316,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-3.30E-05,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.187409086,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,4,-0.498700797,"Bellinger, Sculley & Langley-Evans _2006",9
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.495398458,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Reyes-Castro et al. ,2012,8,8,0.193097313,Reyes-Castro et al. _2012a,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.211372762,Reyes-Castro et al. _2012a,16
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.336425291,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.263903217,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.590783088,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.115344219,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.115344219,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.066372059,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.066372059,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,shalev et al. ,2010,9,8,-0.610375918,shalev et al. _2010,17
metabolism,Reyes-Castro et al. ,2012,8,8,0.120474321,Reyes-Castro et al. _2012b,16
metabolism,Reyes-Castro et al. ,2012,8,8,-0.12054758,Reyes-Castro et al. _2012b,16
metabolism,Nolan et al. ,2001,7,7,-0.740039555,Nolan et al. _2001,14
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,-0.431381618,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,4,-0.471885874,"Bellinger, Sculley & Langley-Evans _2006",9
metabolism,Lim et al. ,2011,7,7,-1.089051336,Lim et al. _2011,14
metabolism,Nolan et al. ,2001,7,7,0.450028702,Nolan et al. _2001,14
metabolism,Fernandes et al. ,2012,8,9,0.089037071,Fernandes et al. _2012,17
metabolism,Lim et al. ,2011,7,7,1.216677482,Lim et al. _2011,14
metabolism,Vickers et al. ,2003,6,6,-4.063332643,Vickers et al. _2003,12
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.031055019,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Vickers et al. ,2003,6,6,-2.828839764,Vickers et al. _2003,12
metabolism,Naef et al. ,2011,16,13,-0.18357336,Naef et al. _2011,29
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,4,0.686913843,"Bellinger, Sculley & Langley-Evans _2006",9
metabolism,"Bellinger, Sculley & Langley-Evans ",2006,5,5,0.48142988,"Bellinger, Sculley & Langley-Evans _2006",10
metabolism,Kumon et al. ,2010,17,17,-0.945068159,Kumon et al. _2010,34
metabolism,Vickers et al. ,2003,8,8,-1.844731807,Vickers et al. _2003,16
metabolism,Fernandes et al. ,2012,8,9,1.174123948,Fernandes et al. _2012,17
metabolism,Gilbert et al. ,2010,16,16,-0.515172515,Gilbert et al. _2010,32
metabolism,Fernandes et al. ,2012,8,9,0.355308292,Fernandes et al. _2012,17
metabolism,Fernandes et al. ,2012,8,9,1.136808918,Fernandes et al. _2012,17
metabolism,Qasem et al. ,2012,9,9,0.610429543,Qasem et al. _2012,18
metabolism,Vickers et al. ,2003,8,8,-1.378359065,Vickers et al. _2003,16
metabolism,Gilbert et al. ,2010,16,16,-0.506764986,Gilbert et al. _2010,32
metabolism,Fernandes et al. ,2012,8,9,1.019550953,Fernandes et al. _2012,17
metabolism,Gilbert et al. ,2010,15,16,-0.11284641,Gilbert et al. _2010,31
metabolism,Shimizu et al. ,2013,14,14,-0.2839965,Shimizu et al. _2013,28
metabolism,"Whitaker, Totoki & Reyes ",2012,4,4,-0.285148996,"Whitaker, Totoki & Reyes _2012",8
metabolism,Couthino et al. ,2013,6,6,-2.061483826,Couthino et al. _2013,12
metabolism,Qasem et al. ,2012,9,9,0.276196681,Qasem et al. _2012,18
metabolism,Qasem et al. ,2012,9,9,-0.022446898,Qasem et al. _2012,18
metabolism,Qasem et al. ,2012,9,9,-0.065603109,Qasem et al. _2012,18
metabolism,Couthino et al. ,2013,6,6,-0.851474969,Couthino et al. _2013,12
metabolism,"Whitaker, Totoki & Reyes ",2012,4,4,0.357000317,"Whitaker, Totoki & Reyes _2012",8
metabolism,Desai,2014,16,16,-0.155720203,Desai_2014,32
metabolism,Desai,2014,16,16,1.53834305,Desai_2014,32
metabolism,Desai,2014,16,16,0.999123296,Desai_2014,32
metabolism,Desai,2014,16,16,-0.019674563,Desai_2014,32
metabolism,Magliano,2013,10,10,1.670942619,Magliano_2013,20
metabolism,Ornellas,2013,5,5,2.391116913,Ornellas_2013,10
metabolism,Ornellas,2013,5,5,4.158816201,Ornellas_2013,10
metabolism,Zhang,2011,10,9,0.074688759,Zhang_2011,19
metabolism,Chang,2008,6,6,1.401672229,Chang_2008,12
metabolism,Chang,2008,6,6,1.010135574,Chang_2008,12
metabolism,Chen,2009,12,12,0.174454232,Chen_2009,24
metabolism,Rajia,2010,10,10,5.878107359,Rajia_2010,20
metabolism,Chen,2009,12,12,0.385845066,Chen_2009,24
metabolism,Rajia,2012,14,10,1.388421396,Rajia_2012,24
metabolism,Zhang ZY,2013,7,4,-0.246322538,Zhang ZY_2013,11
metabolism,Zhang ZY,2011,9,10,-0.764379424,Zhang ZY_2011,19
metabolism,Zhang ZY,2011,9,9,-0.764119611,Zhang ZY_2011,18
metabolism,Zhang ZY,2011,9,9,-1.610618019,Zhang ZY_2011,18
metabolism,Zhang ZY,2011,9,10,-0.858394696,Zhang ZY_2011,19
metabolism,Zhang ZY,2013,8,4,-0.014121822,Zhang ZY_2013,12
metabolism,Ferezou-Viala,2007,9,9,-0.763600958,Ferezou-Viala_2007,18
metabolism,Kozak,2005,33,24,-2.827822376,Kozak_2005,57
metabolism,Kozak,2000,33,25,-0.178127866,Kozak_2000,58
metabolism,Kozak,2005,33,25,-0.136554184,Kozak_2005,58
metabolism,Kozak,2000,33,24,-0.808317466,Kozak_2000,57
metabolism,Ferezou-Viala,2007,9,9,-0.066508293,Ferezou-Viala_2007,18
metabolism,Couvreur,2011,18,24,-0.792798462,Couvreur_2011,42
metabolism,Couvreur,2011,21,21,-1.227566485,Couvreur_2011,42
metabolism,Couvreur,2011,20,20,-0.053887597,Couvreur_2011,40
metabolism,Gugusheff,2013,5,5,-1.580088779,Gugusheff_2013,10
metabolism,Gugusheff,2013,5,5,-2.457702367,Gugusheff_2013,10
metabolism,Jacobs,2014,10,10,-0.278775414,Jacobs_2014,20
metabolism,Jacobs,2014,10,10,0.648841728,Jacobs_2014,20
metabolism,Mucellini,2014,16,21,0.402263748,Mucellini_2014,37
metabolism,Jacobs,2014,10,10,-0.006223903,Jacobs_2014,20
metabolism,Oliveira,2011,10,10,0.539133757,Oliveira_2011,20
metabolism,White,2009,15,15,0.861693467,White_2009,30
metabolism,Page,2009,12,12,1.716901959,Page_2009,24
metabolism,Turdi,2013,14,14,0.57693356,Turdi_2013,28
metabolism,Platt,2014,16,11,0.136647244,Platt_2014,27
metabolism,Platt,2014,16,15,0.281389742,Platt_2014,31
metabolism,Turdi,2013,14,17,1.42600138,Turdi_2013,31
metabolism,Page,2009,12,12,2.621937863,Page_2009,24
metabolism,Beltrand,2012,8,8,0.320537467,Beltrand_2012,16
metabolism,White,2009,10,10,0.853215797,White_2009,20
metabolism,Dahlhoff,2014,8,10,0.641807951,Dahlhoff_2014,18
metabolism,Dahlhoff,2014,9,10,-1.154913639,Dahlhoff_2014,19
metabolism,Flynn,2013,8,6,0.602964747,Flynn_2013,14
metabolism,Gregorio,2013,5,5,2.905904849,Gregorio_2013,10
metabolism,Ferezou-Viala,2007,9,9,-0.820140468,Ferezou-Viala_2007,18
metabolism,Ferezou-Viala,2007,9,9,-1.25642534,Ferezou-Viala_2007,18
metabolism,Wu,1999,6,6,2.990130204,Wu_1999,12
metabolism,Wu,1999,6,6,3.085001193,Wu_1999,12
metabolism,Wu,1999,6,6,1.229940034,Wu_1999,12
metabolism,Jackson,2012,10,10,0.379335675,Jackson_2012,20
metabolism,Masuyama,2014,6,6,3.714562757,Masuyama_2014,12
metabolism,Tuohetimulati,2012,27,22,-0.741139662,Tuohetimulati_2012,49
metabolism,Masuyama,2014,6,6,2.927408355,Masuyama_2014,12
metabolism,Masuyama,2014,6,6,1.403443193,Masuyama_2014,12
metabolism,Tuohetimulati,2012,27,14,-0.999220259,Tuohetimulati_2012,41
metabolism,Masuyama,2014,6,6,1.505521579,Masuyama_2014,12
metabolism,Couvreur,2011,20,20,-0.160779371,Couvreur_2011,40
metabolism,Couvreur,2011,18,29,-1.520209425,Couvreur_2011,47
metabolism,Couvreur,2011,22,29,-1.45548929,Couvreur_2011,51
metabolism,Sun,2013,12,12,1.997171486,Sun_2013,24
metabolism,Dunn,2009,18,22,1.175046931,Dunn_2009,40
metabolism,Dunn,2009,18,26,1.156362303,Dunn_2009,44
metabolism,Mitra,2009,12,12,-0.222682578,Mitra_2009,24
metabolism,Mitra,2009,12,12,-0.180877338,Mitra_2009,24
metabolism,King,2013,31,39,-0.389798129,King_2013,70
metabolism,Samuelsson,2013,6,6,1.088759638,Samuelsson_2013,12
metabolism,King,2013,47,30,0.106651228,King_2013,77
metabolism,Oben,2010,4,4,0.420084726,Oben_2010,8
metabolism,Samuelsson,2013,6,6,0.056191151,Samuelsson_2013,12
metabolism,Samuelsson,2008,8,8,1.118542593,Samuelsson_2008,16
metabolism,Samuelsson,2008,8,8,1.070432598,Samuelsson_2008,16
metabolism,Khan,2003,12,14,0.574359215,Khan_2003,26
metabolism,Khan,2003,12,14,0.380726399,Khan_2003,26
metabolism,Kirk,2009,8,8,2.470133567,Kirk_2009,16
metabolism,Kirk,2009,8,8,0.952581869,Kirk_2009,16
metabolism,Bayol,2007,36,36,-0.035958104,Bayol_2007,72
metabolism,Bayol,2007,36,36,-0.043397583,Bayol_2007,72
metabolism,Nivoit,2009,15,10,0.933200401,Nivoit_2009,25
metabolism,Nivoit,2009,15,8,0.974031146,Nivoit_2009,23
metabolism,Khan,2005,6,6,-0.107573214,Khan_2005,12
metabolism,Khan,2005,6,6,0.51580447,Khan_2005,12
metabolism,Khan,2004,10,10,0.318641515,Khan_2004,20
metabolism,Khan,2005,6,6,0.113567499,Khan_2005,12
metabolism,Khan,2005,6,6,-0.234780649,Khan_2005,12
metabolism,Khan,2004,10,10,0.396406884,Khan_2004,20
metabolism,Gregorio,2013,5,5,1.362938933,Gregorio_2013,10
metabolism,Gregorio,2013,5,5,1.942484844,Gregorio_2013,10
metabolism,Walker,2008,16,16,0.804733746,Walker_2008,32
metabolism,Shalev,2010,6,11,-0.060882817,Shalev_2010,17
metabolism,Chen,2009,12,12,0.490542783,Chen_2009,24
metabolism,Rajia,2013,11,10,1.181347736,Rajia_2013,21
metabolism,Chen,2009,22,22,1.671267183,Chen_2009,44
metabolism,Chen,2009,12,12,0.666580823,Chen_2009,24
metabolism,Chen,2012,12,12,1.307196931,Chen_2012,24
metabolism,Chen,2014,31,31,0.21268623,Chen_2014,62
metabolism,Rajia,2012,13,9,1.55937118,Rajia_2012,22
metabolism,Caruso,2013,12,12,2.354910768,Caruso_2013,24
metabolism,Rajia,2010,10,10,4.063830183,Rajia_2010,20
metabolism,Bahari,2013,23,23,1.055585662,Bahari_2013,46
metabolism,Bouanane,2010,10,10,3.695193877,Bouanane_2010,20
metabolism,Akyol,2012,16,16,-0.071198137,Akyol_2012,32
metabolism,Beltrand,2012,8,8,0.121910577,Beltrand_2012,16
metabolism,Akyol,2012,16,16,-0.716739247,Akyol_2012,32
metabolism,Akyol,2012,16,16,-0.629637627,Akyol_2012,32
metabolism,Akyol,2012,16,16,-0.485123098,Akyol_2012,32
metabolism,Akyol,2012,16,16,-0.359874362,Akyol_2012,32
metabolism,Akyol,2012,16,16,-0.143373796,Akyol_2012,32
metabolism,Akyol,2012,16,16,-0.653899898,Akyol_2012,32
metabolism,Akyol,2012,16,16,-0.426928821,Akyol_2012,32
metabolism,Akyol,2012,16,16,-0.460888276,Akyol_2012,32
metabolism,Akyol,2012,16,16,-0.542013945,Akyol_2012,32
